PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,BatSpeed,VerticalAttackAngle,HorizontalAttackAngle
1,2026-02-28,16:25:21,1,1,"Edds, Eli",815309,Right,LIN_MEM,"Aguilar, Alejandro",1000406023,Left,MAR_LIO,Undefined,1,Top,0,0,0,Fastball,Cutter,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,NA,86.76699,-1.744567,-1.302833,2442.182956,210.675812,01:00:00,6.32964,1.53737,4.88897,-26.03206,12.46717,6.67508,2.50904,0.86096,79.57413,-6.506762,-0.126218,0.446578,90.44821,24.514927,-33.194407,4341.767503,86.93849,40.57719,-67.39205,302.01144,244.09162,-45.82352,3.570396,-3.6802,6.99055,-1.41564,50,6.13699,2.56037,-125.82685,-4.80881,-5.91,25.12763,-20.94791,LIN_MEM,MAR_LIO,LamarHennonField,D2,Team,20260228-LamarHennonField-2,fce2d430-14eb-11f1-88d6-35cac3bd3131,84.40278,46.99361,NA,7.19286,NA,NA,NA,2.2073,2.63109,-0.86016,94444dd0-b814-4797-972b-d8967a1ac866,2026-02-28,21:25:21,2026-02-28T21:25:21Z,2026-02-28T21:25:21Z,FlyBall,v3,471663,NA,NA,"Kaelin, Nick",10002199,Right,LIN_MEM,143ff2e4-65c8-4378-8fd5-f6d8d3be9fa6,55.6102,-126.94226,12.56382,6.32982,-3.87894,-10.47395,-1.53511,2.82271,-2.955,124.354509,2.20707,101.0051,-22.39468,5.18657,-0.94193,0.10376,-0.00284,-0.00113,1.6e-4,2.63124,55.04215,-18.65958,1.22332,-0.26885,0.10892,-0.03469,0.00675,-5.5e-4,-0.86017,-66.08317,0.59342,0.77904,-0.16101,-0.03209,0.02263,-0.00451,3.2e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,Medium,NA,NA,NA,NA,NA,NA
2,2026-02-28,16:25:55,1,2,"Edds, Eli",815309,Right,LIN_MEM,"Aguilar, Alejandro",1000406023,Left,MAR_LIO,Undefined,1,Top,0,0,1,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,NA,78.15725,-0.677148,-1.379768,2562.885102,17.12823,06:30:00,6.29106,1.57973,4.81177,-59.04298,-11.22599,-3.9263,0.72911,-0.05482,72.14175,-11.214182,-2.073389,0.497694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56087,-5.11729,-1.4389,50,6.17158,2.88889,-113.39418,-3.50933,2.01994,21.91141,-38.79645,LIN_MEM,MAR_LIO,LamarHennonField,D2,Team,20260228-LamarHennonField-2,11a046f0-14ec-11f1-88d6-35cac3bd3131,75.73413,NA,NA,6.0155,NA,NA,NA,NA,NA,NA,94444dd0-b814-4797-972b-d8967a1ac866,2026-02-28,21:25:55,2026-02-28T21:25:55Z,2026-02-28T21:25:55Z,NA,v3,471663,NA,NA,"Kaelin, Nick",10002199,Right,LIN_MEM,7763c42e-fe0e-46f0-b0af-3254f0e3611f,55.69128,-114.48864,10.9557,6.29847,-1.57148,-19.39823,-1.58068,2.788,1.00997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA
3,2026-02-28,16:26:11,1,3,"Edds, Eli",815309,Right,LIN_MEM,"Aguilar, Alejandro",1000406023,Left,MAR_LIO,Undefined,1,Top,0,1,1,Fastball,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,NA,86.96257,-2.901879,-3.146475,2495.070581,188.091455,12:15:00,6.2423,1.70014,5.13431,-28.42691,9.60855,1.19992,1.13422,-1.16589,80.17851,-8.070124,-2.934386,0.44388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.45154,5.89359,-1.40582,50,5.94764,6.87223,-125.95205,-7.44366,-2.33997,24.73601,-22.67325,LIN_MEM,MAR_LIO,LamarHennonField,D2,Team,20260228-LamarHennonField-2,1afece60-14ec-11f1-88d6-35cac3bd3131,84.9158,NA,NA,6.78405,NA,NA,NA,NA,NA,NA,94444dd0-b814-4797-972b-d8967a1ac866,2026-02-28,21:26:11,2026-02-28T21:26:11Z,2026-02-28T21:26:11Z,NA,v3,471663,NA,NA,"Kaelin, Nick",10002199,Right,LIN_MEM,940aa93e-1d2e-4298-b1f5-265c091fcbeb,55.3664,-127.0016,12.36801,6.24307,-6.48164,-11.33662,-1.69952,6.97152,-1.16998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-02-28,16:26:27,1,4,"Edds, Eli",815309,Right,LIN_MEM,"Aguilar, Alejandro",1000406023,Left,MAR_LIO,Undefined,1,Top,0,1,2,Slider,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,NA,79.71781,-0.223642,-1.72344,2510.40154,68.633044,08:15:00,6.04157,1.85648,4.9138,-49.76597,-3.51902,-13.11438,1.68285,-0.86648,72.59111,-9.198459,-4.037521,0.489455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.02355,-1.34969,-1.67637,50,5.97777,4.01357,-115.5025,-2.26643,8.00823,24.69457,-33.96842,LIN_MEM,MAR_LIO,LamarHennonField,D2,Team,20260228-LamarHennonField-2,24992650-14ec-11f1-88d6-35cac3bd3131,77.00895,NA,NA,7.1267,NA,NA,NA,NA,NA,NA,94444dd0-b814-4797-972b-d8967a1ac866,2026-02-28,21:26:27,2026-02-28T21:26:27Z,2026-02-28T21:26:27Z,NA,v3,471663,NA,NA,"Kaelin, Nick",10002199,Right,LIN_MEM,b1665caf-6edc-407b-91b8-007b61108f61,55.58678,-116.69084,12.34729,6.0475,-0.6318,-16.98421,-1.86024,3.6282,4.00411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.64505,2.836207,1.676954,1.159253,5.45742,2.31254,0.58744,-0.58904,5.18699,0.49113,84.48459,5.82624,-40.32957,-0.54965,77.98549,-3.99926,5.23726,17.36022,-14.54023,0.42661,-40.59684,4.69689,High,High,High,NA,NA,High,High,High,NA,NA,NA
5,2026-02-28,16:26:59,2,1,"Edds, Eli",815309,Right,LIN_MEM,"Potts, Carter",1000122626,Right,MAR_LIO,Undefined,1,Top,1,0,0,Fastball,Slider,InPlay,Undefined,LineDrive,Single,0,0,NA,88.62967,-1.520705,-1.228544,2421.261762,200.867674,12:45:00,6.27686,1.66237,5.11523,-26.68423,9.96371,3.35244,2.61996,0.78423,81.13262,-6.413995,-0.635104,0.435709,84.25584,15.931857,-24.351833,1675.885504,97.5909,16.83591,-50.75358,194.91071,194.15981,-29.665376,1.926758,-2.02335,5.72516,-1.54952,50,6.11317,2.6054,-128.55828,-4.41628,-3.38437,26.78474,-22.59785,LIN_MEM,MAR_LIO,LamarHennonField,D2,Team,20260228-LamarHennonField-2,3774e0c0-14ec-11f1-88d6-35cac3bd3131,86.50836,17.04051,NA,7.49704,NA,NA,NA,1.76273,2.69863,-0.78528,94444dd0-b814-4797-972b-d8967a1ac866,2026-02-28,21:26:59,2026-02-28T21:26:59Z,2026-02-28T21:26:59Z,LineDrive,v3,471663,NA,NA,"Kaelin, Nick",10002199,Right,LIN_MEM,55e688c7-907a-424b-ae81-1d66884689f2,55.383540000000004,-129.67507,13.39237,6.27767,-3.47406,-11.29892,-1.6611,2.74651,-1.69219,80.543808,1.76273,108.25574,-13.90008,2.10662,-0.29055,-0.11672,0.11141,-0.04497,0.00732,2.69863,33.92087,-21.92893,2.55399,-0.53309,0.1516,-0.05587,0.01792,-0.00265,-0.78528,-48.99731,-2.59916,1.9498,-0.65214,0.20345,-0.06612,0.01913,-0.00259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,NA,NA,NA,NA,NA,NA
6,2026-02-28,16:27:43,3,1,"Edds, Eli",815309,Right,LIN_MEM,"Rubiera, Mel",10034210,Left,MAR_LIO,Undefined,1,Top,1,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,NA,77.95757,-0.834229,-2.035599,2613.746126,26.52255,07:00:00,6.22131,1.56914,4.74904,-53.08302,-5.43776,-3.38831,1.00596,-0.64465,72.62887,-10.294154,-2.632362,0.4968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17228,-2.24173,-1.36127,50,6.08957,4.1579,-113.17857,-3.59175,1.53113,19.31354,-35.10197,LIN_MEM,MAR_LIO,LamarHennonField,D2,Team,20260228-LamarHennonField-2,5192ab40-14ec-11f1-88d6-35cac3bd3131,75.87052,NA,NA,5.3287,NA,NA,NA,NA,NA,NA,94444dd0-b814-4797-972b-d8967a1ac866,2026-02-28,21:27:43,2026-02-28T21:27:43Z,2026-02-28T21:27:43Z,NA,v3,471663,NA,NA,"Kaelin, Nick",10002199,Right,LIN_MEM,ca010b79-50d6-4074-8ac5-14b1c5abc617,55.75416,-114.15627,9.65677,6.2264099999999996,-1.81479,-17.55098,-1.5698,4.08039,0.76556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA
7,2026-02-28,16:28:02,3,2,"Edds, Eli",815309,Right,LIN_MEM,"Rubiera, Mel",10034210,Left,MAR_LIO,Undefined,1,Top,1,1,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,NA,87.03598,-2.013258,-1.635629,2487.791468,256.292762,02:30:00,6.11499,1.66182,5.16721,-33.74529,3.66504,10.85465,1.4066,1.02662,81.06328,-8.111223,0.289747,0.440217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.84363,2.6004,-1.51811,50,5.90116,3.13796,-126.4349,-5.7381,-9.59679,22.26894,-27.90351,LIN_MEM,MAR_LIO,LamarHennonField,D2,Team,20260228-LamarHennonField-2,5d2fb100-14ec-11f1-88d6-35cac3bd3131,85.62236,NA,NA,5.9727,NA,NA,NA,NA,NA,NA,94444dd0-b814-4797-972b-d8967a1ac866,2026-02-28,21:28:02,2026-02-28T21:28:02Z,2026-02-28T21:28:02Z,NA,v3,471663,NA,NA,"Kaelin, Nick",10002199,Right,LIN_MEM,d0b01823-40ce-4d30-8020-0097476234dc,55.33423,-127.37095,11.13447,6.1177,-4.56521,-13.95176,-1.65849,3.54135,-4.7984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA
8,2026-02-28,16:28:27,3,3,"Edds, Eli",815309,Right,LIN_MEM,"Rubiera, Mel",10034210,Left,MAR_LIO,Undefined,1,Top,1,2,0,Fastball,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,86.97561,-1.559765,-2.895804,2550.902845,205.922801,12:45:00,6.22409,1.6345,5.03123,-29.24592,8.71477,3.69036,2.31305,-0.79249,80.2714,-6.878532,-2.244662,0.443444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.58803,5.05374,-1.36069,50,6.05142,6.2162,-126.12496,-4.54624,-4.20091,23.80385,-23.97081,LIN_MEM,MAR_LIO,LamarHennonField,D2,Team,20260228-LamarHennonField-2,6c1726d0-14ec-11f1-88d6-35cac3bd3131,84.99938,NA,NA,6.70422,NA,NA,NA,NA,NA,NA,94444dd0-b814-4797-972b-d8967a1ac866,2026-02-28,21:28:27,2026-02-28T21:28:27Z,2026-02-28T21:28:27Z,NA,v3,471663,NA,NA,"Kaelin, Nick",10002199,Right,LIN_MEM,60ce78d6-5198-4b82-8f6a-17e07ef4dd3a,55.46863,-127.15288,11.90192,6.22539,-3.51111,-11.9854,-1.63304,6.39761,-2.10046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA
9,2026-02-28,16:28:47,3,4,"Edds, Eli",815309,Right,LIN_MEM,"Rubiera, Mel",10034210,Left,MAR_LIO,Undefined,1,Top,1,2,1,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,NA,77.98428,0.012211,0.471868,2603.057844,46.229676,07:30:00,6.26783,1.57505,4.83189,-56.2679,-8.24642,-10.23508,1.59041,1.16898,71.64109,-10.080841,-1.335687,0.498757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.16618,-3.56134,-1.6126,50,6.2206,-0.50146,-113.12983,-2.07272,6.65296,21.854,-36.7603,LIN_MEM,MAR_LIO,LamarHennonField,D2,Team,20260228-LamarHennonField-2,77bba6a0-14ec-11f1-88d6-35cac3bd3131,75.57272,NA,NA,6.3432,NA,NA,NA,NA,NA,NA,94444dd0-b814-4797-972b-d8967a1ac866,2026-02-28,21:28:47,2026-02-28T21:28:47Z,2026-02-28T21:28:47Z,NA,v3,471663,NA,NA,"Kaelin, Nick",10002199,Right,LIN_MEM,31f2e2ce-8d24-4138-b385-d11b58fcef8f,55.66856,-114.21962,10.927,6.27826,-0.23961,-18.38015,-1.57932,-0.83322,3.32648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA
10,2026-02-28,16:29:10,3,5,"Edds, Eli",815309,Right,LIN_MEM,"Rubiera, Mel",10034210,Left,MAR_LIO,Undefined,1,Top,1,3,1,Fastball,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,NA,86.68141,-2.019384,-2.84666,2526.079912,193.309811,12:30:00,6.15711,1.65557,4.97624,-28.01435,10.20859,2.15366,1.9122,-0.85573,80.22507,-7.10656,-2.467042,0.444973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.7876,5.88914,-1.38247,50,5.93907,6.15527,-125.69864,-5.49495,-2.88909,23.05246,-22.65605,LIN_MEM,MAR_LIO,LamarHennonField,D2,Team,20260228-LamarHennonField-2,8545fd70-14ec-11f1-88d6-35cac3bd3131,84.70729,NA,NA,6.45634,NA,NA,NA,NA,NA,NA,94444dd0-b814-4797-972b-d8967a1ac866,2026-02-28,21:29:10,2026-02-28T21:29:10Z,2026-02-28T21:29:10Z,NA,v3,471663,NA,NA,"Kaelin, Nick",10002199,Right,LIN_MEM,12e35801-00dc-4503-9c55-f1dba99499ee,55.52409,-126.70768,11.52623,6.15788,-4.50327,-11.32803,-1.65466,6.28173,-1.44454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA
